"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"5328","Will be interviewed on @SeanHannity on @FoxNews from #Wisconsin tonight. My wife Melania will join me for the entire show.",2016-04-04,3659,11402,"Will be interviewed on @SeanHannity on @FoxNews from #Wisconsin tonight. My wife Melania will join me for the entire show.",0,"neutral",15061,2016-04-01,2016-01-01
"5330","Just departing La Crosse Wisconsin. Thank you! #Trump2016 #WIPrimaryhttps://t.co/xk2cVAz0eY https://t.co/7umXgUjEzi",2016-04-04,3163,10313,"Just departing La Crosse Wisconsin. Thank you! #Trump2016 #WIPrimaryhttps://t.co/xk2cVAz0eY https://t.co/7umXgUjEzi",0.4,"neutral",13476,2016-04-01,2016-01-01
"5331","This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder.",2016-04-04,12840,23068,"This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder.",0,"neutral",35908,2016-04-01,2016-01-01
"5332","A great day in Wisconsin many stops many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!",2016-04-04,5191,17642,"A great day in Wisconsin many stops many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!",0.35,"neutral",22833,2016-04-01,2016-01-01
"5333","A great night in West Allis Wisconsin! Thank you! #VoteTrumpWI #WIPrimary https://t.co/4x9gw1RhWS https://t.co/syGyqtOebs",2016-04-04,4838,13772,"A great night in West Allis Wisconsin! Thank you! #VoteTrumpWI #WIPrimary https://t.co/4x9gw1RhWS https://t.co/syGyqtOebs",1,"neutral",18610,2016-04-01,2016-01-01
"5334","I am on @FoxNews with @greta doing a town hall from Wisconsin- now! Enjoy!#MakeAmericaGreatAgain #Trump2016",2016-04-04,2637,11248,"I am on @FoxNews with @greta doing a town hall from Wisconsin- now! Enjoy!#MakeAmericaGreatAgain #Trump2016",0.65,"neutral",13885,2016-04-01,2016-01-01
"5336","I will be in Milwaukee Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn",2016-04-03,3527,9943,"I will be in Milwaukee Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn",0.15,"neutral",13470,2016-04-01,2016-01-01
"5337","Thank you Miss Katie's Diner!#MakeAmericaGreatAgain #Trump2016https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT",2016-04-03,3991,11798,"Thank you Miss Katie's Diner!#MakeAmericaGreatAgain #Trump2016https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT",0.4,"neutral",15789,2016-04-01,2016-01-01
"5339","Thank you! #Trump2016 #WIPrimary https://t.co/alx0AY6E8J",2016-04-03,5677,15394,"Thank you! #Trump2016 #WIPrimary https://t.co/alx0AY6E8J",0.4,"neutral",21071,2016-04-01,2016-01-01
"5340","I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!",2016-04-03,2149,7949,"I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!",0.75,"neutral",10098,2016-04-01,2016-01-01
"5341","Thank you Eau Claire Wisconsin. #VoteTrump on Tuesday April 5th!MAKE AMERICA GREAT AGAIN! https://t.co/JI5JqwHnMC",2016-04-03,4780,14685,"Thank you Eau Claire Wisconsin. #VoteTrump on Tuesday April 5th!MAKE AMERICA GREAT AGAIN! https://t.co/JI5JqwHnMC",1,"neutral",19465,2016-04-01,2016-01-01
